RMS ch 1,RMS ch 2,RMS ch 3,RMS ch 4,WL ch 1,WL ch 2,WL ch 3,WL ch 4,VAR ch 1,VAR ch 2,VAR ch 3,VAR ch 4,IEMG ch 1,IEMG ch 2,IEMG ch 3,IEMG ch 4,MF ch 1,MF ch 2,MF ch 3,MF ch 4,PF ch 1,PF ch 2,PF ch 3,PF ch 4,labels
8440.9793763825,4071.761591368836,7003.464192950758,10127.332873157282,2085.8494621041655,943.2150750992139,1537.4634491661513,963.6938663355426,69582344.75317845,14958130.532645045,47363755.3657228,100961995.77178358,6769458.017464341,3863779.6263443893,5871719.534296216,8364902.439198321,0.10068852136107967,0.09144846765697487,0.09585178954126489,0.06336709185345757,0.007857142857142858,0.007142857142857143,0.005,0.005714285714285714,0
7203.723504653002,5407.631462524387,4109.038706990757,4498.356679113078,1795.1170259655316,1153.1755118821552,985.9669944373948,899.0120526104522,50332257.83380021,27626102.016579848,15301947.626978178,18602078.966994792,6186373.832322404,4594677.0588447135,3913535.1196068428,4049307.3007270438,0.09306973419471712,0.08241941692095128,0.09929124135390323,0.08051289696312378,0.03214285714285714,0.03785714285714286,0.005,0.005714285714285714,0
7807.981911081643,4871.101195476347,5958.044490826902,4969.731727602107,2405.8311842485446,1254.5957300488978,1643.0726220564216,1107.2391335110356,59328032.9578998,22137564.756675474,33814934.77075694,23085724.618291903,6736245.885441993,4191938.407237793,5059457.085459384,4467914.687415607,0.11180216382369108,0.0995915697015867,0.10781918601937615,0.09169580830995211,0.005,0.005,0.07714285714285714,0.007142857142857143,0
18385.12541880552,13528.821898272698,9750.352206341646,12542.008371973176,4825.026604611633,3667.7728605014518,2495.438317224953,3074.746031046713,336639861.34760195,181576147.2722882,93518801.59907919,155610750.13473645,13684468.026808199,9660310.782300206,6998580.4160258835,8724524.144415604,0.10306192848871824,0.1091828745917012,0.10931303185720712,0.10215453468401516,0.005714285714285714,0.005714285714285714,0.06785714285714285,0.0064285714285714285,0
5924.589560900584,3527.183955998896,4702.662456965852,4368.179522327823,1851.4200580099828,902.7463299855856,1312.3832018044554,844.4213793892691,33447238.23128018,10824232.714791134,20440160.785926066,17476528.68047099,5569690.346690147,3420542.931185601,4469911.267041572,4414910.656259311,0.10534481751449179,0.09439189176056592,0.10097936741145347,0.0882515092986725,0.06285714285714286,0.005714285714285714,0.005,0.005,0
8136.970227122637,5980.77251399945,4139.532606502161,5977.236566590065,1969.7188856568218,1297.816786588835,1014.8301174295265,1262.7350362138263,64600738.48251456,34131855.17341428,15527033.22110467,34146049.65110443,6739610.928535093,4998504.491027507,3850214.787583933,5145550.656599838,0.09487983689319889,0.08585291455994992,0.10001608208980607,0.08515334889596199,0.07142857142857142,0.07142857142857142,0.013571428571428571,0.04857142857142857,0
6962.445689532788,5081.926343469356,3823.8442556393447,5717.34940125676,1734.9650472611784,1180.8261609286199,897.6741933810347,1062.2142000516665,46862026.15671337,24195973.717665378,13000578.475019056,31071653.68956725,5156640.303153182,3964530.7263379223,3280922.6913291747,4490264.219425629,0.1002296858335515,0.0999906843445545,0.09859640651431072,0.08302437205563572,0.07214285714285715,0.07214285714285715,0.07357142857142857,0.007857142857142858,0
18021.259913149483,12169.662288731768,10076.333327278146,10772.985236265293,5395.455405252913,3604.594958635059,3019.2121032488803,3390.7516447607313,323263413.492646,146567943.4136819,99927134.2500884,114326277.04807308,13927069.88547076,9527703.987968547,8015986.826529723,8427652.254765464,0.10556546437775835,0.10277397442830509,0.11275549406680911,0.11046717459213415,0.08642857142857142,0.04071428571428572,0.0064285714285714285,0.06428571428571428,0
21012.800363316906,16817.335213724313,10509.810201391732,13748.276823831595,5627.023156695495,4222.21779618076,2955.378100271375,3277.5355657515966,439939959.83194804,281264729.1747697,108777404.07959782,187448387.6155533,15401792.846672717,11370169.051182404,7890988.293518289,9896252.121113693,0.10433471906296038,0.10545728465998123,0.11217919787512455,0.10007127202466495,0.005,0.06571428571428571,0.06714285714285714,0.007142857142857143,0
18077.29907585967,13458.1766695496,9480.01810357768,12119.792802252001,4438.060760270234,3325.5354672124076,2464.83466888737,3088.650383737121,325174624.3194213,179496865.28239,88243969.61543113,145310505.22547254,12545010.571566856,9345094.783690428,6688437.995076144,8394762.905859504,0.09561698208268857,0.09888380496223781,0.10578462237769239,0.10719443566685781,0.06928571428571428,0.06928571428571428,0.04928571428571429,0.03357142857142857,0
