RMS ch 1,RMS ch 2,RMS ch 3,RMS ch 4,WL ch 1,WL ch 2,WL ch 3,WL ch 4,VAR ch 1,VAR ch 2,VAR ch 3,VAR ch 4,IEMG ch 1,IEMG ch 2,IEMG ch 3,IEMG ch 4,MF ch 1,MF ch 2,MF ch 3,MF ch 4,PF ch 1,PF ch 2,PF ch 3,PF ch 4,labels
17403.38461680431,13444.875542952663,18679.5930008369,125082.06227891306,1261.4853683204356,984.8922927538088,731.7978692329124,3057.211056104026,301234127.442859,179160564.81788087,347249923.6346151,15644306886.205402,13527101.976944078,11264018.981128825,15129877.49717736,100462314.40548927,0.04849968705744625,0.06880042092338602,0.037480863457163366,0.03310349152105623,0.005714285714285714,0.007142857142857143,0.005,0.007857142857142858,0
9241.85561394559,7468.9125429387295,3572.45965458103,28378.19888943994,3359.1481442861923,2924.870052886606,865.9188930058901,1225.6898950119505,83900981.8860321,54267876.654023096,11132372.224333491,804077464.4842639,7812528.480447209,6087402.7895872565,3600601.199385211,22618081.479269072,0.12302768668328248,0.13396800687578767,0.09624255442273558,0.04278648467350382,0.10857142857142857,0.10857142857142857,0.005,0.007142857142857143,0
64654.43962330527,12420.473049708075,53607.00660094153,101929.61715468155,2157.317913285032,1163.411812061723,1421.7630164395769,2478.3875160987627,4177834920.0651646,152539333.2557965,2871454488.4047422,10386556519.793787,47574825.25535207,9367328.220880281,39180762.80545777,81542195.86940342,0.0318502915589403,0.06564146149796549,0.026456724056002492,0.028110650327700232,0.0064285714285714285,0.0064285714285714285,0.0064285714285714285,0.005714285714285714,0
19398.21143695602,8430.366085945623,14983.925986633583,49344.452884590966,2879.9886532599594,2423.7074997574036,1011.6335024188495,1832.1598400068585,374701729.4910677,69543744.47976848,222817420.1814801,2433466756.5592046,14931233.953083668,7399463.823875243,10868605.99889866,37654447.6301987,0.08017731764361787,0.11817837254083216,0.043831493768869405,0.036417135478716015,0.0064285714285714285,0.0064285714285714285,0.005714285714285714,0.0064285714285714285,0
5510.929065783247,4599.387513395061,2505.7717357702836,28686.657446268124,1490.5308421967352,1283.8189135709508,403.11739305683903,918.9778053142644,28716416.808126755,19474750.740207497,4667692.16237479,821079826.3449569,5140204.101824592,4270926.3451320855,2669790.728609355,20971436.791645363,0.104457926529158,0.11417857072097899,0.07596231300692541,0.0269735018339807,0.005714285714285714,0.005714285714285714,0.0064285714285714285,0.005714285714285714,0
33080.82550426526,12742.38064024469,25454.184274506035,46614.58606759768,2862.4855631263713,2369.2041012196464,1088.6751081026744,1587.2572173902074,1092813529.1155148,160881261.1288102,646237166.8115778,2171289658.3844934,20107028.149962205,10069779.207521064,16862633.59724314,32522741.36802552,0.06209255462846333,0.09584500236281787,0.0365470025347837,0.03344535896900199,0.0064285714285714285,0.005,0.005,0.005714285714285714,0
32459.5800685495,13801.587741753014,24533.329493786216,49702.067446821035,2335.1394701737704,1918.3774001684,870.9925522858974,1380.8696255554446,1051798510.6560655,188740539.61013263,600165971.2704604,2468553198.029169,20004258.868544567,9385546.107824849,17704288.41803348,38209351.6311634,0.057656441602629,0.08268946274930311,0.03463782555003668,0.028823211225463982,0.005714285714285714,0.0064285714285714285,0.005714285714285714,0.005,0
4357.9673805145585,3631.6212752996944,2894.620825760026,35421.68222162769,850.4780723459755,722.2556482462296,257.6674847961768,911.9927124635979,17421419.972660556,11610555.501948433,6749962.426704269,1253098519.5402257,3850995.870730281,3159202.870355499,2759575.785698513,26753810.077615827,0.10052001998713656,0.10036297720741431,0.06723701500800613,0.027092431493465036,0.005,0.005,0.007857142857142858,0.005,0
31641.381774777787,12807.126019501651,24648.79501802711,30537.476614616207,2921.0065883195743,2527.5698680637315,1098.841609229103,1239.8924688119537,999691206.6501733,162463681.70348915,606000994.0990329,930925674.9668889,22173735.498792984,9080702.452429429,16838965.305732314,20797644.196419355,0.07554874102718417,0.10877184214752715,0.04018434004317459,0.04118183813208091,0.0064285714285714285,0.007142857142857143,0.0064285714285714285,0.0064285714285714285,0
8532.683798212778,6700.721125064855,6746.141298283771,26632.99367663232,1023.6858155278145,893.7186733756722,405.8774668953141,850.715260757918,71118646.75392784,43196805.8877695,43887586.70811778,707240618.7253414,7520898.883009952,6069609.621181759,5215648.272992274,26202109.52326478,0.0817568478189837,0.08513317306478378,0.0511484924561069,0.0395927469653678,0.0064285714285714285,0.005,0.005714285714285714,0.005,0
8310.616585314929,8242.61587190933,5441.609708533179,81077.37982970627,1455.5905173823458,1222.3950128454483,564.0052764089542,2128.505605506243,67340445.69080843,66283750.9384751,27905341.877951812,6571784280.105769,7616663.75996892,7257101.709421837,4724604.979970483,65437365.52662689,0.08519306739574316,0.08907812394924196,0.06605170097290297,0.033819234090081245,0.005,0.005714285714285714,0.0064285714285714285,0.005714285714285714,1
19441.455952031847,12499.706980468036,10086.135382145165,46940.64036208321,1588.8621283832988,1296.6638830334373,514.6620059702365,1273.3513245818003,376294994.46660656,154558992.40373752,100099867.01138458,2201224557.5780077,14431704.556354847,9056779.285621015,7462313.492141321,38117769.1281314,0.07739386159984431,0.08972649389972102,0.05280604180112493,0.027487578105148514,0.01,0.009285714285714286,0.005714285714285714,0.005,1
7695.766132813428,3787.8969586906346,6125.9707514849215,30604.20484930815,883.1023311930564,731.5849978834755,312.88731927486424,937.2254699091106,57643994.760802545,12720682.332954673,35937077.42455421,935051271.847087,6503391.417551781,3408853.84279228,4889156.253174675,24068496.81142212,0.07968231636205643,0.09559035925017907,0.04361556324802625,0.028162836920909276,0.007142857142857143,0.005,0.008571428571428572,0.005,1
21811.805134320613,9311.60418821462,13453.079221305388,85302.46471850648,1257.461548874721,879.9642018890055,589.3627367152839,2268.2769868923483,473978699.64798576,85060376.52208115,179217315.36542314,7274535853.517837,17045768.08944061,7412256.661702503,10736711.465731697,64762422.83124111,0.047404567168988006,0.06317977970260327,0.040533575766068156,0.03209590476830536,0.005714285714285714,0.005714285714285714,0.005714285714285714,0.005714285714285714,1
20697.199344506098,7023.1454480384355,17208.093680075945,26877.51425997019,2051.645929080299,1747.8833530063303,843.2997913056637,1107.4783027704493,426642549.1385116,47720861.69783518,294353024.81714886,720950182.7867391,15823862.247227332,5717987.476301061,12748464.484023131,20655125.70207202,0.0695904566253542,0.10879475960034006,0.048399806740360554,0.039189861297253326,0.005,0.005,0.007857142857142858,0.007142857142857143,1
6032.212794989324,5022.203030259277,2370.693172441433,10233.525028972326,545.9792394180421,474.34469845663375,193.47020538625566,463.7229188404306,34743659.4544368,23578889.0388003,3983306.3893972235,102902769.75073536,5209816.231187557,4094074.83190013,2562538.907874138,7824436.367847451,0.05573596978261236,0.05478047360673467,0.05764494598892705,0.03139541339462726,0.005,0.005,0.005,0.007857142857142858,1
29418.447791181443,7291.510541544786,24560.566487762364,70861.74987242317,1198.396440017931,770.2872091404391,692.5942184888711,1913.0799291105827,863802035.6988666,51544872.93892422,601562837.0239509,5019996203.434618,22920130.50349582,6130874.496261559,17941101.07527597,60307523.97337747,0.04048587265218725,0.07394019569680628,0.029513418567743872,0.027802404185814623,0.005,0.005714285714285714,0.005,0.005,1
29527.71727247475,10914.046611331012,24348.924552197303,33427.198062852825,2642.3587956323518,2334.22008132773,972.5048226149976,1277.5774526122145,870082196.2420673,117499218.97549188,591044845.839418,1115617613.9704425,20049453.579853103,8028710.750371023,16307132.127876746,26285331.276270635,0.07099893766315991,0.10582044752161383,0.038255002554219465,0.040282303194174605,0.007142857142857143,0.005,0.007142857142857143,0.0064285714285714285,1
14438.962166306925,7653.225525321853,12755.870577845732,30270.112743473448,1481.1678183488575,1290.798167745873,626.3567099545672,1120.503256865974,206740272.0233337,56916204.777698,160987536.57417983,914257199.0702195,11300420.274030535,7316119.150549522,8728794.814009884,27033474.61667768,0.0682837885037622,0.08311175451937755,0.04315621288275706,0.03098675960229378,0.005,0.005714285714285714,0.009285714285714286,0.005,1
33539.24024260312,8650.983458546263,28613.430324766956,32515.225668209823,2602.1062248188605,2183.238013908118,1027.6270330667028,1269.0127773409224,1123079277.9661934,73144364.9851386,816986696.9011822,1055491233.7636,23584540.00605227,6168849.557155779,20635893.59771206,23324415.12630477,0.0637042800813922,0.10871884977115881,0.03616774242100509,0.03971875539199581,0.0064285714285714285,0.0064285714285714285,0.0064285714285714285,0.005714285714285714,1
22830.528217744824,6722.2965415941535,19139.94242917565,49815.40936426466,2150.162682016584,1683.1619552324778,914.2077897317232,1978.382271897594,519417212.1728044,43524513.02463089,364550281.0707784,2479509056.19718,18226604.55827253,5738285.548148118,14814611.901193377,47853146.52052866,0.06350820880387947,0.10190319071918712,0.03912129139394366,0.042107571311903895,0.005,0.005,0.005,0.005,2
23087.788422529124,6265.631888258187,18484.669471978857,40052.52534361444,1352.1704825109834,994.0238285325428,705.7580230998366,1263.1883163656853,531318307.6027393,37629358.8094352,339946696.4498847,1601823852.4432683,16226016.934348704,5112591.447813971,12608854.625108719,33086104.8865945,0.05144473418429221,0.08732154894277518,0.03556718660696911,0.030059421288688472,0.005,0.005,0.005,0.005714285714285714,2
42677.15456431235,42963.1538404732,6198.395810150689,59402.71932348336,2676.4831379462203,2433.8661383871745,632.5542130377484,1702.541658860192,1819912568.5603917,1844344693.176268,36847576.57872248,3527100268.183453,25865099.99732453,27122040.445757784,5705843.070861835,45420822.30455941,0.046395391056010336,0.045244624769340006,0.0628722476209006,0.02702977494698685,0.005,0.005,0.005714285714285714,0.005,2
8032.101850458179,6036.093399024107,3515.1008238964223,18793.255532290073,2432.708675210065,2059.218734285179,656.1524852594192,801.3806947318275,62885419.316511296,34782736.40288064,10741847.342050647,351456451.09281415,6730445.635029278,4801276.418419234,3523090.9490453266,13582762.05438569,0.11923540141673072,0.13193005220600945,0.0868043118908363,0.038489904124483346,0.005714285714285714,0.12785714285714286,0.005,0.005714285714285714,2
27331.537781099974,8792.063914258864,21358.017138706964,48137.859869865184,2331.5843395753154,1963.5920635001844,870.1769803996075,1361.4144716719925,745255798.832713,75671684.39773211,454398605.1159821,2315312101.410253,19652544.620946128,6465956.641256962,15922489.03377956,37239891.8304207,0.06967369528999523,0.10639854056869205,0.04068310220483816,0.03098205474869219,0.007857142857142858,0.005,0.007857142857142858,0.007142857142857143,2
29971.907524968352,9857.257237820675,23629.440137378766,37750.72365405583,2556.4469602559316,2119.1175788060395,943.0762469297588,1281.3578285091332,896561644.2983819,95557507.66742693,556565089.9747018,1423191031.953547,21371068.989854854,7263255.760587742,16914248.109556705,29209057.65313875,0.0673780148790658,0.10172459368854565,0.038524300813173186,0.03460492110371729,0.005,0.005,0.005,0.005,2
8225.513053285515,6300.2745243310555,4431.099873816439,17843.966674504532,2698.581015180491,2342.961763018419,696.9825974391291,940.4245606463421,66031203.70809424,38074037.204988025,17989194.76743719,317382746.0596701,7305634.317456805,5420798.841705554,4279110.717238694,16261273.999147821,0.11867829366234998,0.13617006932125486,0.08256228546414716,0.04707871117437855,0.007142857142857143,0.10857142857142857,0.008571428571428572,0.005,2
22472.576107049335,6651.820349950677,18513.02247722664,39272.92792974719,1378.5820407458516,1009.8651956012594,668.4160369711424,1343.4826654059616,503221303.704898,42588757.05139225,340957050.4864398,1540287315.2028646,16421154.954849698,5566556.121598772,12269202.710489888,35463088.48463166,0.06026233380459333,0.10073552487446437,0.03570687890109826,0.03507814466702109,0.007142857142857143,0.005,0.007142857142857143,0.005,2
44372.835006975336,9837.901583981551,41020.459245077815,34522.095265778575,3135.632844365676,2596.6928968206585,1328.9229730249106,1288.709632347692,1966973349.3548033,95192450.96749994,1680650694.281673,1189792508.6482189,32281557.767040905,6726754.955560401,30180119.878138546,26734897.998600118,0.0595284923942136,0.10930400070127784,0.03293231338728472,0.040296080282489266,0.005,0.015714285714285715,0.005,0.005,2
30696.999192914598,10930.633900518786,25480.929222327504,32659.353863550168,2949.6032311134977,2532.6879989927806,1131.6548906171577,1385.7637444098739,940666158.1524135,117902895.9732829,647575463.5240172,1065169350.1481861,17373961.970012788,6980860.258619621,15389993.893722476,24487445.095558614,0.06709842933309966,0.10338416985747205,0.03752582394525162,0.04108953226069726,0.008571428571428572,0.015714285714285715,0.005,0.005,2
